epoch,loss,bleu,bleu_percent,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
1,5.276323871323557,0.10231958322915238,10.231958322915238,1773400247,,False,1,e5553d39,2026-03-13_16-40-47,55.24134373664856,55.24134373664856,3946865,user-SSI100C3A-48,10.6.0.87,55.24134373664856,1
2,4.357565841674805,0.10012254591268031,10.01225459126803,1773400302,,False,2,e5553d39,2026-03-13_16-41-42,54.771145820617676,110.01248955726624,3946865,user-SSI100C3A-48,10.6.0.87,110.01248955726624,2
3,3.9227878879778313,0.10789884408813634,10.789884408813634,1773400356,,False,3,e5553d39,2026-03-13_16-42-36,53.714864015579224,163.72735357284546,3946865,user-SSI100C3A-48,10.6.0.87,163.72735357284546,3
4,3.5915835611747973,0.11451383811934679,11.45138381193468,1773400410,,False,4,e5553d39,2026-03-13_16-43-30,54.36153221130371,218.08888578414917,3946865,user-SSI100C3A-48,10.6.0.87,218.08888578414917,4
5,3.324192244500825,0.17015770759434348,17.01577075943435,1773400463,,False,5,e5553d39,2026-03-13_16-44-23,53.384594202041626,271.4734799861908,3946865,user-SSI100C3A-48,10.6.0.87,271.4734799861908,5
6,3.0844329296458852,0.3669895342333098,36.698953423330984,1773400518,,False,6,e5553d39,2026-03-13_16-45-18,54.974201679229736,326.44768166542053,3946865,user-SSI100C3A-48,10.6.0.87,326.44768166542053,6
7,2.8766257762908936,0.5524263039894955,55.24263039894956,1773400572,,False,7,e5553d39,2026-03-13_16-46-12,53.086642265319824,379.53432393074036,3946865,user-SSI100C3A-48,10.6.0.87,379.53432393074036,7
8,2.690214509819493,0.5524263039894955,55.24263039894956,1773400624,,False,8,e5553d39,2026-03-13_16-47-04,52.366928815841675,431.90125274658203,3946865,user-SSI100C3A-48,10.6.0.87,431.90125274658203,8
9,2.5107486914143418,0.37139311539835707,37.13931153983571,1773400676,,False,9,e5553d39,2026-03-13_16-47-56,51.70212984085083,483.60338258743286,3946865,user-SSI100C3A-48,10.6.0.87,483.60338258743286,9
10,2.3489277802091655,0.5672214384483701,56.722143844837014,1773400727,,False,10,e5553d39,2026-03-13_16-48-47,50.88748502731323,534.4908676147461,3946865,user-SSI100C3A-48,10.6.0.87,534.4908676147461,10
11,2.1945221721764767,0.44044494207409807,44.044494207409805,1773400778,,False,11,e5553d39,2026-03-13_16-49-38,51.67524766921997,586.1661152839661,3946865,user-SSI100C3A-48,10.6.0.87,586.1661152839661,11
12,2.0517322298252223,0.4202585671790443,42.02585671790443,1773400831,,False,12,e5553d39,2026-03-13_16-50-31,52.44268774986267,638.6088030338287,3946865,user-SSI100C3A-48,10.6.0.87,638.6088030338287,12
13,1.9179364039681175,0.589770496293735,58.977049629373504,1773400884,,False,13,e5553d39,2026-03-13_16-51-24,53.58700227737427,692.195805311203,3946865,user-SSI100C3A-48,10.6.0.87,692.195805311203,13
14,1.7964831372463341,0.589770496293735,58.977049629373504,1773400938,,False,14,e5553d39,2026-03-13_16-52-18,53.711785554885864,745.9075908660889,3946865,user-SSI100C3A-48,10.6.0.87,745.9075908660889,14
15,1.674202549240806,0.589770496293735,58.977049629373504,1773400991,,False,15,e5553d39,2026-03-13_16-53-11,53.4318425655365,799.3394334316254,3946865,user-SSI100C3A-48,10.6.0.87,799.3394334316254,15
16,1.56766421585372,0.589770496293735,58.977049629373504,1773401044,,False,16,e5553d39,2026-03-13_16-54-04,52.10660743713379,851.4460408687592,3946865,user-SSI100C3A-48,10.6.0.87,851.4460408687592,16
17,1.4611952396595116,0.6537246576184634,65.37246576184634,1773401096,,False,17,e5553d39,2026-03-13_16-54-56,52.56348419189453,904.0095250606537,3946865,user-SSI100C3A-48,10.6.0.87,904.0095250606537,17
18,1.3667414219451672,0.6498512189994117,64.98512189994116,1773401149,,False,18,e5553d39,2026-03-13_16-55-49,53.165642976760864,957.1751680374146,3946865,user-SSI100C3A-48,10.6.0.87,957.1751680374146,18
19,1.2686044001579284,0.7141314154301477,71.41314154301477,1773401202,,False,19,e5553d39,2026-03-13_16-56-42,53.10714268684387,1010.2823107242584,3946865,user-SSI100C3A-48,10.6.0.87,1010.2823107242584,19
20,1.1899797943505375,0.7669357735358306,76.69357735358307,1773401256,,True,20,e5553d39,2026-03-13_16-57-36,53.22654151916504,1063.5088522434235,3946865,user-SSI100C3A-48,10.6.0.87,1063.5088522434235,20
