epoch,loss,bleu,bleu_percent,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
1,5.26388884081985,0.10895442669921611,10.89544266992161,1773398535,,False,1,6a640e71,2026-03-13_16-12-15,57.607861042022705,57.607861042022705,3941713,user-SSI100C3A-48,10.6.0.87,57.607861042022705,1
2,4.303292544393829,0.09447069020820523,9.447069020820523,1773398592,,False,2,6a640e71,2026-03-13_16-13-12,56.0780029296875,113.6858639717102,3941713,user-SSI100C3A-48,10.6.0.87,113.6858639717102,2
3,3.854836950591116,0.10789884408813634,10.789884408813634,1773398646,,False,3,6a640e71,2026-03-13_16-14-06,54.364280700683594,168.0501446723938,3941713,user-SSI100C3A-48,10.6.0.87,168.0501446723938,3
4,3.5082632622574317,0.11451383811934679,11.45138381193468,1773398701,,False,4,6a640e71,2026-03-13_16-15-01,54.65159559249878,222.70174026489258,3941713,user-SSI100C3A-48,10.6.0.87,222.70174026489258,4
5,3.23320902448712,0.18918936022134836,18.918936022134837,1773398755,,False,5,6a640e71,2026-03-13_16-15-55,54.13883113861084,276.8405714035034,3941713,user-SSI100C3A-48,10.6.0.87,276.8405714035034,5
6,2.9864995352427166,0.551448558507727,55.1448558507727,1773398808,,False,6,6a640e71,2026-03-13_16-16-48,53.459595918655396,330.3001673221588,3941713,user-SSI100C3A-48,10.6.0.87,330.3001673221588,6
7,2.768010406927629,0.3224739197950157,32.24739197950157,1773398862,,False,7,6a640e71,2026-03-13_16-17-42,53.96808433532715,384.26825165748596,3941713,user-SSI100C3A-48,10.6.0.87,384.26825165748596,7
8,2.5754567286462495,0.31350680029609646,31.350680029609645,1773398916,,False,8,6a640e71,2026-03-13_16-18-36,53.59412670135498,437.86237835884094,3941713,user-SSI100C3A-48,10.6.0.87,437.86237835884094,8
9,2.3889480473778466,0.3687758771952656,36.87758771952656,1773398968,,False,9,6a640e71,2026-03-13_16-19-28,52.49764943122864,490.3600277900696,3941713,user-SSI100C3A-48,10.6.0.87,490.3600277900696,9
10,2.2208826498551804,0.4010861255612304,40.10861255612304,1773399022,,False,10,6a640e71,2026-03-13_16-20-22,53.98451066017151,544.3445384502411,3941713,user-SSI100C3A-48,10.6.0.87,544.3445384502411,10
11,2.0611009843421706,0.589770496293735,58.977049629373504,1773399078,,False,11,6a640e71,2026-03-13_16-21-18,55.308552742004395,599.6530911922455,3941713,user-SSI100C3A-48,10.6.0.87,599.6530911922455,11
12,1.91718824559992,0.39118122867488103,39.118122867488104,1773399133,,False,12,6a640e71,2026-03-13_16-22-13,55.19768476486206,654.8507759571075,3941713,user-SSI100C3A-48,10.6.0.87,654.8507759571075,12
13,1.7759230223569002,0.589770496293735,58.977049629373504,1773399187,,False,13,6a640e71,2026-03-13_16-23-07,54.067100048065186,708.9178760051727,3941713,user-SSI100C3A-48,10.6.0.87,708.9178760051727,13
14,1.6545510596217532,0.589770496293735,58.977049629373504,1773399241,,False,14,6a640e71,2026-03-13_16-24-01,54.027846813201904,762.9457228183746,3941713,user-SSI100C3A-48,10.6.0.87,762.9457228183746,14
15,1.5282957850080547,0.6537246576184634,65.37246576184634,1773399296,,False,15,6a640e71,2026-03-13_16-24-56,55.573026180267334,818.518748998642,3941713,user-SSI100C3A-48,10.6.0.87,818.518748998642,15
16,1.4114579583659317,0.589770496293735,58.977049629373504,1773399351,,False,16,6a640e71,2026-03-13_16-25-51,54.230164527893066,872.748913526535,3941713,user-SSI100C3A-48,10.6.0.87,872.748913526535,16
17,1.3080586680498991,0.6102781493453063,61.02781493453063,1773399404,,False,17,6a640e71,2026-03-13_16-26-44,53.25399851799011,926.0029120445251,3941713,user-SSI100C3A-48,10.6.0.87,926.0029120445251,17
18,1.2100114459702462,0.6498512189994117,64.98512189994116,1773399458,,False,18,6a640e71,2026-03-13_16-27-38,54.250521421432495,980.2534334659576,3941713,user-SSI100C3A-48,10.6.0.87,980.2534334659576,18
19,1.1161836782368746,0.6102781493453063,61.02781493453063,1773399513,,False,19,6a640e71,2026-03-13_16-28-33,54.513538122177124,1034.7669715881348,3941713,user-SSI100C3A-48,10.6.0.87,1034.7669715881348,19
20,1.026286332137657,0.7141314154301477,71.41314154301477,1773399567,,True,20,6a640e71,2026-03-13_16-29-27,54.32137155532837,1089.0883431434631,3941713,user-SSI100C3A-48,10.6.0.87,1089.0883431434631,20
