epoch,loss,bleu,bleu_percent,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
1,5.551215453292384,0.10300135164753342,10.300135164753343,1773400907,,False,1,55ab909b,2026-03-13_16-51-47,43.58886504173279,43.58886504173279,3948297,user-SSI100C3A-48,10.6.0.87,43.58886504173279,1
2,4.694942470030351,0.10579295530711626,10.579295530711626,1773400949,,False,2,55ab909b,2026-03-13_16-52-29,42.24396347999573,85.83282852172852,3948297,user-SSI100C3A-48,10.6.0.87,85.83282852172852,2
3,4.304707928281842,0.08888788328150467,8.888788328150467,1773400991,,False,3,55ab909b,2026-03-13_16-53-11,41.99758839607239,127.8304169178009,3948297,user-SSI100C3A-48,10.6.0.87,127.8304169178009,3
4,4.026206826007727,0.08888788328150467,8.888788328150467,1773401034,,False,4,55ab909b,2026-03-13_16-53-54,42.05188035964966,169.88229727745056,3948297,user-SSI100C3A-48,10.6.0.87,169.88229727745056,4
5,3.7985787515929252,0.10666880977239679,10.666880977239678,1773401076,,False,5,55ab909b,2026-03-13_16-54-36,41.98340344429016,211.86570072174072,3948297,user-SSI100C3A-48,10.6.0.87,211.86570072174072,5
6,3.6062960610245214,0.12343587873886884,12.343587873886884,1773401118,,False,6,55ab909b,2026-03-13_16-55-18,42.235548973083496,254.10124969482422,3948297,user-SSI100C3A-48,10.6.0.87,254.10124969482422,6
7,3.4320967232097277,0.17032005487374435,17.032005487374434,1773401160,,False,7,55ab909b,2026-03-13_16-56-00,42.48462533950806,296.5858750343323,3948297,user-SSI100C3A-48,10.6.0.87,296.5858750343323,7
8,3.277714139186975,0.16634396772037569,16.63439677203757,1773401202,,False,8,55ab909b,2026-03-13_16-56-42,42.19105768203735,338.77693271636963,3948297,user-SSI100C3A-48,10.6.0.87,338.77693271636963,8
9,3.133154898556796,0.17477757666822902,17.477757666822903,1773401245,,False,9,55ab909b,2026-03-13_16-57-25,42.046587228775024,380.82351994514465,3948297,user-SSI100C3A-48,10.6.0.87,380.82351994514465,9
10,3.004309646144058,0.17045440917014737,17.045440917014737,1773401287,,True,10,55ab909b,2026-03-13_16-58-07,42.97058653831482,423.7941064834595,3948297,user-SSI100C3A-48,10.6.0.87,423.7941064834595,10
