epoch,loss,bleu,bleu_percent,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
1,4.7742615165132465,0.10389582034504177,10.389582034504178,1773399585,,False,1,5dfc874e,2026-03-13_16-29-45,44.44015431404114,44.44015431404114,3945497,user-SSI100C3A-48,10.6.0.87,44.44015431404114,1
2,3.618629666819717,0.17980292520935615,17.980292520935613,1773399627,,False,2,5dfc874e,2026-03-13_16-30-27,42.100112438201904,86.54026675224304,3945497,user-SSI100C3A-48,10.6.0.87,86.54026675224304,2
3,2.9967537511478772,0.4219164240865648,42.191642408656485,1773399669,,False,3,5dfc874e,2026-03-13_16-31-09,42.10863447189331,128.64890122413635,3945497,user-SSI100C3A-48,10.6.0.87,128.64890122413635,3
4,2.5173383035081804,0.4937801465599412,49.37801465599412,1773399711,,False,4,5dfc874e,2026-03-13_16-31-51,42.52866840362549,171.17756962776184,3945497,user-SSI100C3A-48,10.6.0.87,171.17756962776184,4
5,2.11751251596393,0.31897205537343254,31.897205537343254,1773399754,,False,5,5dfc874e,2026-03-13_16-32-34,42.27089166641235,213.4484612941742,3945497,user-SSI100C3A-48,10.6.0.87,213.4484612941742,5
6,1.7798754279541247,0.5808992398571459,58.089923985714584,1773399796,,False,6,5dfc874e,2026-03-13_16-33-16,42.113441705703735,255.56190299987793,3945497,user-SSI100C3A-48,10.6.0.87,255.56190299987793,6
7,1.4945022119897784,0.714640963678264,71.4640963678264,1773399838,,False,7,5dfc874e,2026-03-13_16-33-58,42.24655032157898,297.8084533214569,3945497,user-SSI100C3A-48,10.6.0.87,297.8084533214569,7
8,1.2476448503407565,0.5808992398571459,58.089923985714584,1773399880,,False,8,5dfc874e,2026-03-13_16-34-40,42.24365520477295,340.05210852622986,3945497,user-SSI100C3A-48,10.6.0.87,340.05210852622986,8
9,1.046307901685888,0.4710012314144844,47.10012314144844,1773399922,,False,9,5dfc874e,2026-03-13_16-35-22,42.138113260269165,382.190221786499,3945497,user-SSI100C3A-48,10.6.0.87,382.190221786499,9
10,0.8756384217377865,0.6406311353306671,64.06311353306671,1773399964,,False,10,5dfc874e,2026-03-13_16-36-04,41.94401407241821,424.13423585891724,3945497,user-SSI100C3A-48,10.6.0.87,424.13423585891724,10
11,0.7396540875507124,0.5944377681202669,59.44377681202669,1773400006,,False,11,5dfc874e,2026-03-13_16-36-46,42.12019109725952,466.25442695617676,3945497,user-SSI100C3A-48,10.6.0.87,466.25442695617676,11
12,0.6265530123855129,0.6415976819846796,64.15976819846796,1773400049,,False,12,5dfc874e,2026-03-13_16-37-29,42.41445517539978,508.66888213157654,3945497,user-SSI100C3A-48,10.6.0.87,508.66888213157654,12
13,0.5367739474954027,0.6625029611825693,66.25029611825694,1773400091,,False,13,5dfc874e,2026-03-13_16-38-11,42.2638463973999,550.9327285289764,3945497,user-SSI100C3A-48,10.6.0.87,550.9327285289764,13
14,0.47163879356601024,0.8326674296800517,83.26674296800518,1773400133,,False,14,5dfc874e,2026-03-13_16-38-53,42.23556566238403,593.1682941913605,3945497,user-SSI100C3A-48,10.6.0.87,593.1682941913605,14
15,0.42054447517250526,0.7768337660854586,77.68337660854586,1773400176,,False,15,5dfc874e,2026-03-13_16-39-36,42.244596004486084,635.4128901958466,3945497,user-SSI100C3A-48,10.6.0.87,635.4128901958466,15
16,0.3830085399475965,0.7369692192469542,73.69692192469543,1773400218,,False,16,5dfc874e,2026-03-13_16-40-18,42.33515429496765,677.7480444908142,3945497,user-SSI100C3A-48,10.6.0.87,677.7480444908142,16
17,0.3628330640901219,0.5944132038238251,59.441320382382514,1773400260,,False,17,5dfc874e,2026-03-13_16-41-00,42.223891258239746,719.971935749054,3945497,user-SSI100C3A-48,10.6.0.87,719.971935749054,17
18,0.33500464714837797,0.9037530697362641,90.37530697362641,1773400302,,False,18,5dfc874e,2026-03-13_16-41-42,42.09382748603821,762.0657632350922,3945497,user-SSI100C3A-48,10.6.0.87,762.0657632350922,18
19,0.31966419353629605,0.635378053742599,63.537805374259904,1773400344,,False,19,5dfc874e,2026-03-13_16-42-24,42.14777088165283,804.213534116745,3945497,user-SSI100C3A-48,10.6.0.87,804.213534116745,19
20,0.30623770246903104,0.7146704964214271,71.46704964214271,1773400386,,True,20,5dfc874e,2026-03-13_16-43-06,41.949666023254395,846.1632001399994,3945497,user-SSI100C3A-48,10.6.0.87,846.1632001399994,20
